conta_sinqia,conta_matera
30910001008003,304301100100002
30910001009000,304301100100002
30910001010008,304301100100002
30910002004001,304301100100002
30910002014007,304301100100002
30921100010001,304301100100002
30922100010000,304301100100002
30922100020005,304301100100002
30922100030000,304301100100002
30922100040006,304301100100002
30922100050001,304301100100002
30922100060007,304301100100002
30922100070002,304301100100002
30922100080008,304301100100002
30922100090003,304301100100002
30922200010001,304301100100002
30925100010004,304301100100002
30925100020000,304301100100002
30925100030005,304301100100002
30925100040000,304301100100002
30925100050006,304301100100002
30925100060001,304301100100002
30925100070007,304301100100002
30925100080002,304301100100002
30925100090008,304301100100002
30925100100003,304301100100002
30925100110009,304301100100002
30925100120004,304301100100002
30925100130000,304301100100002
30925100140005,304301100100002
30925100150000,304301100100002
30925100160006,304301100100002
30925100170001,304301100100002
30925100180007,304301100100002
30926100010002,304301100100002
30926100020008,304301100100002
30926100030003,304301100100002
30926100040009,304301100100002
30926100050004,304301100100002
30926100060000,304301100100002
30926100070005,304301100100002
30926100080000,304301100100002
30926100090006,304301100100002
30926100100001,304301100100002
30926100110007,304301100100002
30926100120002,304301100100002
30926100130008,304301100100002
30926100140003,304301100100002
30926200010004,304301100100002
30926200020000,304301100100002
30926200030005,304301100100002
30926200040000,304301100100002
30926200050006,304301100100002
30926200060001,304301100100002
30926200070007,304301100100002
30926200080002,304301100100002
30926200090008,304301100100002
30926200100003,304301100100002
30926200110009,304301100100002
30926900010007,304301100100002
30926900020002,304301100100002
30926900030008,304301100100002
30926900040003,304301100100002
30926900050009,304301100100002
30926900060004,304301100100002
30926900070000,304301100100002
30926900080005,304301100100002
30926900090000,304301100100002
30926900100006,304301100100002
30926900110001,304301100100002
30960100010002,304301100100002
30960100020008,304301100100002
30960100030003,304301100100002
30960100040009,304301100100002
30960100050004,304301100100002
30960100060000,304301100100002
30960100070005,304301100100002
30960100080000,304301100100002
30960100090006,304301100100002
30960100100001,304301100100002
30960101003000,304301100100002
30960101004006,304301100100002
30960101005002,304301100100002
30960101006009,304301100100002
30960101007005,304301100100002
30960101014001,304301100100002
30984100010000,309841000100001
30984100020005,309841000100002
30984200010001,304301100100002
30984200020007,304301100100002
30984300010003,304301100100002
30984300020009,304301100100002
30984300030004,304301100100002
30984300040000,304301100100002
30984300050005,304301100100002
30984300060000,304301100100002
30984300070006,304301100100002
30984300080001,304301100100002
30984300090007,304301100100002
30984300100002,304301100100002
30984300110008,304301100100002
30984300120003,304301100100002
30984300130009,304301100100002
30984300140004,304301100100002
30984300150000,304301100100002
30984300160005,304301100100002
30984300170000,304301100100002
30984300180006,304301100100002
30984300190001,304301100100002
30984300200007,304301100100002
30984300210002,304301100100002
30984300220008,304301100100002
30984300230003,304301100100002
30984300240009,304301100100002
30984300250004,304301100100002
30984300260000,304301100100002
30984300270005,304301100100002
30984300280000,304301100100002
30984300290006,304301100100002
30984300300001,304301100100002
30984300310007,304301100100002
30984300320002,304301100100002
30984300330008,304301100100002
30984300340003,304301100100002
30984300350009,304301100100002
30984300360004,304301100100002
30984300370000,304301100100002
30984300380005,304301100100002
30984300390000,304301100100002
30984300400006,304301100100002
30984300410001,304301100100002
30984300420007,304301100100002
30984300430002,304301100100002
30984300440008,304301100100002
30984300450003,304301100100002
30984300460009,304301100100002
30984300470004,304301100100002
30984300480000,304301100100002
30984300490005,304301100100002
30984300500000,304301100100002
30984300510006,304301100100002
30984300520001,304301100100002
30984300530007,304301100100002
30984300540002,304301100100002
30984300550008,304301100100002
30984300560003,304301100100002
30984300570009,304301100100002
30984300580004,304301100100002
30984300590000,304301100100002
30984300600005,304301100100002
30984300610000,304301100100002
30984300620006,304301100100002
30984300630001,304301100100002
30984300640007,304301100100002
30984300650002,304301100100002
30984300660008,304301100100002
30984300670003,304301100100002
30984300680009,304301100100002
30984300690004,304301100100002
30984300700000,304301100100002
30984300710005,304301100100002
30984300720000,304301100100002
30984400010005,304301100100002
30984400020000,304301100100002
30984400030006,304301100100002
30984400040001,304301100100002
30984500010007,304301100100002
30984500020002,304301100100002
30984600010009,304301100100002
30984700010000,304301100100002
30986100010006,304301100100002
30986100020001,304301100100002
30986100030007,304301100100002
30986100040002,304301100100002
30986100050008,304301100100002
30986100060003,304301100100002
30986100070009,304301100100002
30986100080004,304301100100002
30986100100005,304301100100002
30986101014005,304301100100002
30986200010008,304301100100002
30986200020003,304301100100002
30986200030009,304301100100002
30986200040004,304301100100002
30986200050000,304301100100002
30986200060005,304301100100002
30986200070000,304301100100002
30986200080006,304301100100002
30986200100007,304301100100002
30986201014007,304301100100002
31110000010009,304301100100002
31110000020004,304301100100002
31110000030000,304301100100002
31110000040005,304301100100002
31110000050000,304301100100002
31110001003006,304301100100002
31110001004002,304301100100002
31110001005009,304301100100002
31110001006005,304301100100002
31110001007001,304301100100002
31110001008008,304301100100002
31110001014008,304301100100002
31120000010006,304301100100002
31120000020001,304301100100002
31120000030007,304301100100002
31130000010003,304301100100002
31130000020009,304301100100002
31210000010005,304301100100002
31210000020000,304301100100002
31210000030006,304301100100002
31210000040001,304301100100002
31210000050007,304301100100002
31210001003002,304301100100002
31210001004009,304301100100002
31210001005005,304301100100002
31210001006001,304301100100002
31210001007008,304301100100002
31210001008004,304301100100002
31210001014004,304301100100002
31220000010002,304301100100002
31220000020008,304301100100002
31220000030003,304301100100002
31230000010000,304301100100002
31230000020005,304301100100002
31310100010003,304301100100002
31310100020009,304301100100002
31310100030004,304301100100002
31310100040000,304301100100002
31310100050005,304301100100002
31310101003000,304301100100002
31310101004007,304301100100002
31310101005003,304301100100002
31310101006000,304301100100002
31310101007006,304301100100002
31310101008002,304301100100002
31310101014002,304301100100002
31310200010005,304301100100002
31310200020000,304301100100002
31310200030006,304301100100002
31310200040001,304301100100002
31310200050007,304301100100002
31310201003002,304301100100002
31310201004009,304301100100002
31310201005005,304301100100002
31310201006001,304301100100002
31310201007008,304301100100002
31310201008004,304301100100002
31310201014004,304301100100002
31320100010000,304301100100002
31320100020006,304301100100002
31320100030001,304301100100002
31320200010002,304301100100002
31320200020008,304301100100002
31320200030003,304301100100002
31330100010008,304301100100002
31330100020003,304301100100002
31330200010000,304301100100002
31330200020005,304301100100002
31410100010000,304301100100002
31410100020005,304301100100002
31410100030000,304301100100002
31410100040006,304301100100002
31410100050001,304301100100002
31410101003007,304301100100002
31410101004003,304301100100002
31410101005000,304301100100002
31410101006006,304301100100002
31410101007002,304301100100002
31410101008009,304301100100002
31410101014009,304301100100002
31410200010001,304301100100002
31410200020007,304301100100002
31410200030002,304301100100002
31410200040008,304301100100002
31410200050003,304301100100002
31410201003009,304301100100002
31410201004005,304301100100002
31410201005001,304301100100002
31410201006008,304301100100002
31410201007004,304301100100002
31410201008000,304301100100002
31410201014000,304301100100002
31420100010007,304301100100002
31420100020002,304301100100002
31420100030008,304301100100002
31420200010009,304301100100002
31420200020004,304301100100002
31420200030000,304301100100002
31430100010004,304301100100002
31430100020000,304301100100002
31430200010006,304301100100002
31430200020001,304301100100002
31510100010006,304301100100002
31510100020001,304301100100002
31510100030007,304301100100002
31510100040002,304301100100002
31510100050008,304301100100002
31510101003003,304301100100002
31510101004000,304301100100002
31510101005006,304301100100002
31510101006002,304301100100002
31510101007009,304301100100002
31510101008005,304301100100002
31510101014005,304301100100002
31510200010008,304301100100002
31510200020003,304301100100002
31510200030009,304301100100002
31510200040004,304301100100002
31510200050000,304301100100002
31510201003005,304301100100002
31510201004001,304301100100002
31510201005008,304301100100002
31510201006004,304301100100002
31510201007000,304301100100002
31510201008007,304301100100002
31510201014007,304301100100002
31520100010003,304301100100002
31520100020009,304301100100002
31520100030004,304301100100002
31520200010005,304301100100002
31520200020000,304301100100002
31520200030006,304301100100002
31530100010000,304301100100002
31530100020006,304301100100002
31530200010002,304301100100002
31530200020008,304301100100002
31610100010002,304301100100002
31610100020008,304301100100002
31610100030003,304301100100002
31610100040009,304301100100002
31610100050004,304301100100002
31610101003000,304301100100002
31610101004006,304301100100002
31610101005002,304301100100002
31610101006009,304301100100002
31610101007005,304301100100002
31610101008001,304301100100002
31610101014001,304301100100002
31610200010004,304301100100002
31610200020000,304301100100002
31610200030005,304301100100002
31610200040000,304301100100002
31610200050006,304301100100002
31610201003001,304301100100002
31610201004008,304301100100002
31610201005004,304301100100002
31610201006000,304301100100002
31610201007007,304301100100002
31610201008003,304301100100002
